precision,computeUnit,shapeMode,label,iter,classification,wav_rms_int16,wav_peak_int16,has_nan,has_inf,mel_normalized_sha,encoder_output_sha,postnet_output_sha,waveform_postdeemph_sha,decoder_step1_mel_min,decoder_step1_mel_max,decoder_step1_mel_mean,decoder_step1_mel_sha,runId,run_dir
Float32,all,fixed262,f32AllRepeat2,2,normal_loud,5029.1,24326.0,false,false,35f61dbe02,7a86f45193,23c51a5431,396a67e8b0,-5.325249e-02,7.316687e-01,2.696745e-01,1d42a4648645c424,20260519_020429_f32AllRepeat2_Float32_all,audio/iPhone_3_phase1_20260519/debug/20260519_020429_f32AllRepeat2_Float32_all
Float32,all,fixed262,f32AllRepeat3,3,normal_loud,5029.1,24326.0,false,false,35f61dbe02,7a86f45193,23c51a5431,396a67e8b0,-5.325249e-02,7.316687e-01,2.696745e-01,1d42a4648645c424,20260519_020542_f32AllRepeat3_Float32_all,audio/iPhone_3_phase1_20260519/debug/20260519_020542_f32AllRepeat3_Float32_all
Float32,cpuAndGPU,fixed262,warmupDummy,,normal_loud,5029.1,24326.0,false,false,35f61dbe02,7a86f45193,23c51a5431,396a67e8b0,-7.523200e-02,6.570871e-01,1.152002e-01,05cfafa3895adaac,20260519_020656_warmupDummy_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_020656_warmupDummy_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,warmupReal,,normal_loud,5029.1,24326.0,false,false,35f61dbe02,7a86f45193,23c51a5431,396a67e8b0,-5.325249e-02,7.316687e-01,2.696745e-01,1d42a4648645c424,20260519_020810_warmupReal_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_020810_warmupReal_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,freshFirstNoSleep,,quiet,945.0,24501.5,false,false,35f61dbe02,7a86f45193,6cecb13ab9,886819b29f,inf,-inf,nan,7da2ba4c61556304,20260519_023902_freshFirstNoSleep_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_023902_freshFirstNoSleep_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,freshFirstNoSleep,,quiet,1441.0,28798.2,false,false,35f61dbe02,7a86f45193,8cc9788ddc,863aed5bae,-5.809653e-02,6.332774e-01,1.193985e-01,e77522fb3dc1b1f2,20260519_024155_freshFirstNoSleep_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_024155_freshFirstNoSleep_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,freshFirstNoSleep,,quiet,1443.6,28798.2,false,false,35f61dbe02,7a86f45193,75e0a50212,7c02397a5b,-5.809653e-02,6.332774e-01,1.193985e-01,e77522fb3dc1b1f2,20260519_024335_freshFirstNoSleep_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_024335_freshFirstNoSleep_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,freshFirstSleep10,10,quiet,611.7,15865.6,false,false,35f61dbe02,7a86f45193,4a8ee69576,fc7aadb91f,inf,-inf,nan,7da2ba4c61556304,20260519_024545_freshFirstSleep10_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_024545_freshFirstSleep10_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,freshFirstSleep10,10,quiet,945.0,24501.5,false,false,35f61dbe02,7a86f45193,6cecb13ab9,886819b29f,inf,-inf,nan,7da2ba4c61556304,20260519_024734_freshFirstSleep10_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_024734_freshFirstSleep10_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,directRun1,1,clipped,8441.4,33162.5,false,false,35f61dbe02,7a86f45193,455c1659ba,3357552975,inf,-inf,nan,7da2ba4c61556304,20260519_211544_directRun1_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_211544_directRun1_Float32_cpuAndGPU
Float32,cpuAndGPU,fixed262,directRepeat1,1,normal_loud,5029.1,24326.0,false,false,35f61dbe02,7a86f45193,23c51a5431,396a67e8b0,-2.340228e-02,5.404816e-01,6.440452e-02,eb229bd79d8453b3,20260519_211649_directRepeat1_Float32_cpuAndGPU,audio/iPhone_3_phase1_20260519/debug/20260519_211649_directRepeat1_Float32_cpuAndGPU
